folio,folio_display,div_id,categories,heading_tc,heading_tcn,heading_tl,animal_tc,animal_tcn,animal_tl,body_part_tc,body_part_tcn,body_part_tl,currency_tc,currency_tcn,currency_tl,definition_tc,definition_tcn,definition_tl,environment_tc,environment_tcn,environment_tl,material_tc,material_tcn,material_tl,medical_tc,medical_tcn,medical_tl,measurement_tc,measurement_tcn,measurement_tl,music_tc,music_tcn,music_tl,plant_tc,plant_tcn,plant_tl,place_tc,place_tcn,place_tl,personal_name_tc,personal_name_tcn,personal_name_tl,profession_tc,profession_tcn,profession_tl,sensory_tc,sensory_tcn,sensory_tl,tool_tc,tool_tcn,tool_tl,time_tc,time_tcn,time_tl,weapon_tc,weapon_tcn,weapon_tl
159v,159v,159v_2,tool,Nettoyer limes,Nettoyer limes,Cleaning files,escrevisses,escrevisses,crayfish,,,,,,,,,,en terre maigre &amp; seche; fontaines,en terre maigre &amp; seche; fontaines,fountains; lean &amp; dry earth,fil de laitton; huiles; graisse; eau chaulde; eau quelque fois froide; eau froide; sel blanc; metal; eau bouillante; plomb; huile; huiler; charbon chault; plastre; celuy de parys &amp; despaigne; souldure; limaille; pierre; eau; cire,fil de laitton; huiles; graisse; eau chaulde; eau quelque fois froide; eau froide; sel blanc; metal; eau bouillante; plomb; sable fort cler; huile; huiler; charbon chault; plastre; souldure; limaille; pierre; eau; cire; celuy de parys &amp; d’espaigne; plastre recuit en pierre,hot charcoal; water; cold water; boiling water; hot water; wax; solder; plaster; stone plaster; metal; lead; white salt; grease; wires of latten.; filings; sand; the one of paris &amp; spain; stone; oil,,,,,,,,,,soulcy; oeillet; rose,soulcy; oeillet; rose,carnation; rose; marigold,espaigne; allemands; parys,espaigne; allemands; parys,paris; germans; spain,,,,,,,,,,charbon chault; moules; moule; grattebroisse de fil de laitton,charbon chault; moules; moule; grattebroisse de fil de laitton,mold; hot charcoal; molds; wire brush made of wires of latten.,,,,,,
159v,159v,159v_3,tool,Nettoyer limes,Nettoyer limes,Cleaning files,escrevisses,escrevisses,crayfish,,,,,,,,,,en terre maigre &amp; seche; fontaines,en terre maigre &amp; seche; fontaines,fountains; lean &amp; dry earth,fil de laitton; huiles; graisse; eau chaulde; eau quelque fois froide; eau froide; sel blanc; metal; eau bouillante; plomb; huile; huiler; charbon chault; plastre; celuy de parys &amp; despaigne; souldure; limaille; pierre; eau; cire,fil de laitton; huiles; graisse; eau chaulde; eau quelque fois froide; eau froide; sel blanc; metal; eau bouillante; plomb; sable fort cler; huile; huiler; charbon chault; plastre; souldure; limaille; pierre; eau; cire; celuy de parys &amp; d’espaigne; plastre recuit en pierre,hot charcoal; water; cold water; boiling water; hot water; wax; solder; plaster; stone plaster; metal; lead; white salt; grease; wires of latten.; filings; sand; the one of paris &amp; spain; stone; oil,,,,,,,,,,soulcy; oeillet; rose,soulcy; oeillet; rose,carnation; rose; marigold,espaigne; allemands; parys,espaigne; allemands; parys,paris; germans; spain,,,,,,,,,,charbon chault; moules; moule; grattebroisse de fil de laitton,charbon chault; moules; moule; grattebroisse de fil de laitton,mold; hot charcoal; molds; wire brush made of wires of latten.,,,,,,
159v,159v,159v_4,tool,Nettoyer limes,Nettoyer limes,Cleaning files,escrevisses,escrevisses,crayfish,,,,,,,,,,en terre maigre &amp; seche; fontaines,en terre maigre &amp; seche; fontaines,fountains; lean &amp; dry earth,fil de laitton; huiles; graisse; eau chaulde; eau quelque fois froide; eau froide; sel blanc; metal; eau bouillante; plomb; huile; huiler; charbon chault; plastre; celuy de parys &amp; despaigne; souldure; limaille; pierre; eau; cire,fil de laitton; huiles; graisse; eau chaulde; eau quelque fois froide; eau froide; sel blanc; metal; eau bouillante; plomb; sable fort cler; huile; huiler; charbon chault; plastre; souldure; limaille; pierre; eau; cire; celuy de parys &amp; d’espaigne; plastre recuit en pierre,hot charcoal; water; cold water; boiling water; hot water; wax; solder; plaster; stone plaster; metal; lead; white salt; grease; wires of latten.; filings; sand; the one of paris &amp; spain; stone; oil,,,,,,,,,,soulcy; oeillet; rose,soulcy; oeillet; rose,carnation; rose; marigold,espaigne; allemands; parys,espaigne; allemands; parys,paris; germans; spain,,,,,,,,,,charbon chault; moules; moule; grattebroisse de fil de laitton,charbon chault; moules; moule; grattebroisse de fil de laitton,mold; hot charcoal; molds; wire brush made of wires of latten.,,,,,,
160r,160r,160r_1,casting,Presse pour les grands moules,Presse pour les grands moules,Press for the large molds,,,,,,,,,,,,,,,,sable pour fleurs; fer; sable; bois; eau; glaire doeuf,glaire d’oeuf; sable pour fleurs; fer; sable; bois; eau,wooden; water; sand; glair of egg; sand for flowers; iron,,,,,,,,,,,,,,,,sainct andre,sainct andré,sainct andré,,,,,,,pallette; presse; lamines de fer; vis; lamines; lames de fer; grandes presses de bois faictes a vis; estrier; cloue; platene; forge; petits piliers de fer; coings; moules; moule; piliers; chassis,pallette; cloué; presse; lamines de fer; vis; lamines; lames de fer; estrier; platene; moule; forge; petits piliers de fer; coings; moules; grandes presses de bois faictes à vis; piliers; chassis,sheets; mold; molds; press; spatula; plates of iron; presses; plate; forge; pillars; screw; wedges; large wooden presses made with screws; small iron pillars; sheets of iron; nailed; stirrup; frame,,,,,,
160r,160r,160r_2,casting,Presse pour les grands moules,Presse pour les grands moules,Press for the large molds,,,,,,,,,,,,,,,,sable pour fleurs; fer; sable; bois; eau; glaire doeuf,glaire d’oeuf; sable pour fleurs; fer; sable; bois; eau,wooden; water; sand; glair of egg; sand for flowers; iron,,,,,,,,,,,,,,,,sainct andre,sainct andré,sainct andré,,,,,,,pallette; presse; lamines de fer; vis; lamines; lames de fer; grandes presses de bois faictes a vis; estrier; cloue; platene; forge; petits piliers de fer; coings; moules; moule; piliers; chassis,pallette; cloué; presse; lamines de fer; vis; lamines; lames de fer; estrier; platene; moule; forge; petits piliers de fer; coings; moules; grandes presses de bois faictes à vis; piliers; chassis,sheets; mold; molds; press; spatula; plates of iron; presses; plate; forge; pillars; screw; wedges; large wooden presses made with screws; small iron pillars; sheets of iron; nailed; stirrup; frame,,,,,,
160v,160v,160v_1,casting,Mouler un pied ou main,Mouler un pied ou main,Molding a foot or hand,moutton; passereaulx; mouches; mouche; oiseaulx; escrevisses; vers; boeuf,moutton; passereaulx; mouches; mouche; oiseaulx; escrevisses; vers; boeuf,passerine; crayfish; cow; bird; sheep; fly; worm,pied; main; urine,pied; main; urine,foot; urine; hand,,,,,,,pres de la maison; chambre; eau ou les escrevisses se nourrissent; nuit soict obscure &amp; ne fasse point de ☾; eau; aulx pailles,pres de la maison; chambre; nuit soict obscure &amp; ne fasse point de ☾; eau où les escrevisses se nourrissent; eau; aulx pailles,in straw; water; water where crayfish eat; room; night be dark &amp; without ☾; close to the house,or; argent; pailles; souldure; chair; eau chaulde; estain; toile de bourre; plomb; urine; cire; esmailler; foye ou poulmon de boeuf ou moutton; rousine; plastre,or; argent; pailles; souldure; chair; eau chaulde; estain; toile de bourre; plomb; urine; cire; esmailler; foye ou poulmon de boeuf ou moutton; rousine; plastre,resin; solder; plaster; liver or lung of a cow or sheep; enameled; straw; tin; lead; gold; silver; urine; stuffing cloth; hot water; wax,,,,,,,,,,,,,,,,,,,ayes quelquun qui chante,quelqu’un qui chante,one who sings,,,,chandelle allumee; four; chandelle; corde; panier; baston,chandelle allumée; four; chandelle; corde; panier; baston,lighted candle; stick; oven; string; basket; candle,lhiver; leste; en hyver; nuit,en hyver; l’esté; lhiver; l’hiver; nuit,in winter; night; in summer,,,
160v,160v,160v_2,casting,Mouler un pied ou main,Mouler un pied ou main,Molding a foot or hand,moutton; passereaulx; mouches; mouche; oiseaulx; escrevisses; vers; boeuf,moutton; passereaulx; mouches; mouche; oiseaulx; escrevisses; vers; boeuf,passerine; crayfish; cow; bird; sheep; fly; worm,pied; main; urine,pied; main; urine,foot; urine; hand,,,,,,,pres de la maison; chambre; eau ou les escrevisses se nourrissent; nuit soict obscure &amp; ne fasse point de ☾; eau; aulx pailles,pres de la maison; chambre; nuit soict obscure &amp; ne fasse point de ☾; eau où les escrevisses se nourrissent; eau; aulx pailles,in straw; water; water where crayfish eat; room; night be dark &amp; without ☾; close to the house,or; argent; pailles; souldure; chair; eau chaulde; estain; toile de bourre; plomb; urine; cire; esmailler; foye ou poulmon de boeuf ou moutton; rousine; plastre,or; argent; pailles; souldure; chair; eau chaulde; estain; toile de bourre; plomb; urine; cire; esmailler; foye ou poulmon de boeuf ou moutton; rousine; plastre,resin; solder; plaster; liver or lung of a cow or sheep; enameled; straw; tin; lead; gold; silver; urine; stuffing cloth; hot water; wax,,,,,,,,,,,,,,,,,,,ayes quelquun qui chante,quelqu’un qui chante,one who sings,,,,chandelle allumee; four; chandelle; corde; panier; baston,chandelle allumée; four; chandelle; corde; panier; baston,lighted candle; stick; oven; string; basket; candle,lhiver; leste; en hyver; nuit,en hyver; l’esté; lhiver; l’hiver; nuit,in winter; night; in summer,,,
160v,160v,160v_3,casting,Mouler un pied ou main,Mouler un pied ou main,Molding a foot or hand,moutton; passereaulx; mouches; mouche; oiseaulx; escrevisses; vers; boeuf,moutton; passereaulx; mouches; mouche; oiseaulx; escrevisses; vers; boeuf,passerine; crayfish; cow; bird; sheep; fly; worm,pied; main; urine,pied; main; urine,foot; urine; hand,,,,,,,pres de la maison; chambre; eau ou les escrevisses se nourrissent; nuit soict obscure &amp; ne fasse point de ☾; eau; aulx pailles,pres de la maison; chambre; nuit soict obscure &amp; ne fasse point de ☾; eau où les escrevisses se nourrissent; eau; aulx pailles,in straw; water; water where crayfish eat; room; night be dark &amp; without ☾; close to the house,or; argent; pailles; souldure; chair; eau chaulde; estain; toile de bourre; plomb; urine; cire; esmailler; foye ou poulmon de boeuf ou moutton; rousine; plastre,or; argent; pailles; souldure; chair; eau chaulde; estain; toile de bourre; plomb; urine; cire; esmailler; foye ou poulmon de boeuf ou moutton; rousine; plastre,resin; solder; plaster; liver or lung of a cow or sheep; enameled; straw; tin; lead; gold; silver; urine; stuffing cloth; hot water; wax,,,,,,,,,,,,,,,,,,,ayes quelquun qui chante,quelqu’un qui chante,one who sings,,,,chandelle allumee; four; chandelle; corde; panier; baston,chandelle allumée; four; chandelle; corde; panier; baston,lighted candle; stick; oven; string; basket; candle,lhiver; leste; en hyver; nuit,en hyver; l’esté; lhiver; l’hiver; nuit,in winter; night; in summer,,,
160v,160v,160v_4,casting,Mouler un pied ou main,Mouler un pied ou main,Molding a foot or hand,moutton; passereaulx; mouches; mouche; oiseaulx; escrevisses; vers; boeuf,moutton; passereaulx; mouches; mouche; oiseaulx; escrevisses; vers; boeuf,passerine; crayfish; cow; bird; sheep; fly; worm,pied; main; urine,pied; main; urine,foot; urine; hand,,,,,,,pres de la maison; chambre; eau ou les escrevisses se nourrissent; nuit soict obscure &amp; ne fasse point de ☾; eau; aulx pailles,pres de la maison; chambre; nuit soict obscure &amp; ne fasse point de ☾; eau où les escrevisses se nourrissent; eau; aulx pailles,in straw; water; water where crayfish eat; room; night be dark &amp; without ☾; close to the house,or; argent; pailles; souldure; chair; eau chaulde; estain; toile de bourre; plomb; urine; cire; esmailler; foye ou poulmon de boeuf ou moutton; rousine; plastre,or; argent; pailles; souldure; chair; eau chaulde; estain; toile de bourre; plomb; urine; cire; esmailler; foye ou poulmon de boeuf ou moutton; rousine; plastre,resin; solder; plaster; liver or lung of a cow or sheep; enameled; straw; tin; lead; gold; silver; urine; stuffing cloth; hot water; wax,,,,,,,,,,,,,,,,,,,ayes quelquun qui chante,quelqu’un qui chante,one who sings,,,,chandelle allumee; four; chandelle; corde; panier; baston,chandelle allumée; four; chandelle; corde; panier; baston,lighted candle; stick; oven; string; basket; candle,lhiver; leste; en hyver; nuit,en hyver; l’esté; lhiver; l’hiver; nuit,in winter; night; in summer,,,
160v,160v,160v_5,casting,Mouler un pied ou main,Mouler un pied ou main,Molding a foot or hand,moutton; passereaulx; mouches; mouche; oiseaulx; escrevisses; vers; boeuf,moutton; passereaulx; mouches; mouche; oiseaulx; escrevisses; vers; boeuf,passerine; crayfish; cow; bird; sheep; fly; worm,pied; main; urine,pied; main; urine,foot; urine; hand,,,,,,,pres de la maison; chambre; eau ou les escrevisses se nourrissent; nuit soict obscure &amp; ne fasse point de ☾; eau; aulx pailles,pres de la maison; chambre; nuit soict obscure &amp; ne fasse point de ☾; eau où les escrevisses se nourrissent; eau; aulx pailles,in straw; water; water where crayfish eat; room; night be dark &amp; without ☾; close to the house,or; argent; pailles; souldure; chair; eau chaulde; estain; toile de bourre; plomb; urine; cire; esmailler; foye ou poulmon de boeuf ou moutton; rousine; plastre,or; argent; pailles; souldure; chair; eau chaulde; estain; toile de bourre; plomb; urine; cire; esmailler; foye ou poulmon de boeuf ou moutton; rousine; plastre,resin; solder; plaster; liver or lung of a cow or sheep; enameled; straw; tin; lead; gold; silver; urine; stuffing cloth; hot water; wax,,,,,,,,,,,,,,,,,,,ayes quelquun qui chante,quelqu’un qui chante,one who sings,,,,chandelle allumee; four; chandelle; corde; panier; baston,chandelle allumée; four; chandelle; corde; panier; baston,lighted candle; stick; oven; string; basket; candle,lhiver; leste; en hyver; nuit,en hyver; l’esté; lhiver; l’hiver; nuit,in winter; night; in summer,,,
161r,161r,161r_1,casting,Præparation du sable pour chassis,Præparation du sable pour chassis,Preparation of sand for frames,,,,,,,,,,,,,,,,litarge; terre; alume jameni; or bruny; ordure; eau claire; sable de noyau dalu de gip de lateribus; sable; pierres; sable pour chassis; eau; sel armoniac; lopins des moules; ordures; eau de sel armoniac; gip mat,litarge; terre; alume jameni; or bruny; ordure; eau claire; sable de noyau dalu de gip de lateribus; sable; pierres; sable pour chassis; eau; sel armoniac; lopins des moules; ordures; eau de sel armoniac; gip mat,alume jameni; sand de noyau dalu of gip of lateribus; filth; pieces of molds; water; sand; sal ammoniac water; litharge; clear water; stones; sand for frames; burnished gold; sal ammoniac; earth; gip mat,,,,jours,jours,days,,,,,,,,,,,,,tuilier,tuilier,tiler,,,,esponge; four de reverberation; vaisse; vaisseau commun; vaisseau; longue table; gros baston; escuelle; four a pain; gros billot; tamise; four du tuilier; pots; chassis; semal,esponge; four de reverberation; vaisse; vaisseau commun; vaisseau; longue table; four à pain; gros baston; escuelle; gros billot; tamise; four du tuilier; mouler; pots; chassis; semal,sponge; reverberatory furnace; large billet; bread oven; mold; long table; tiler’s oven; common vessel; semal; thick stick; frame; vessel; pots; sieve; bowl; dish; frames,bon espace de temps; jours,bon espace de temps; jours,days; a good space of time,,,
161v,161v,161v_1,metal process,Crocum ferri,Crocum ferri,Crocum ferri,,,,doigts,doigts,fingers,,,,,,,,,,limaille; bon vinaigre; crocum ferri; fer; vinaigre; bol; limaille rouillee; minium; mabre,limaille rouillée; limaille; bon vinaigre; crocum ferri; fer; vinaigre; bol; minium; mabre,vinegar; filings; marble; crocum ferri; bole; good vinegar; rusty filings; minium; iron,,,,jour; doigts,jour; doigts,fingers; day,,,,,,,,,,,,,,,,,,,mabre; four de reverberation; palle de fer rouge; caisse de fer,mabre; four de reverberation; palle de fer rouge; caisse de fer,iron case; reddened iron shovel; reverberatory furnace,jour,jour,day,,,
162r,162r,162r_1,La boutique,Pour la boutique,Pour la boutique,For the workshop,,,,,,,talentorum,talentorum,talentorum,,,,boutique,boutique,workshop,or; compactile ferrum; crocum; celuy qui est blanc leger comme une esponge; fer; boys pourry; aureas; aes ustum; plomb; soulde; ferro; ferri,"or; celuy qui est blanc, leger comme une esponge; compactile ferrum; souldé; crocum; fer; boys pourry; aureas; aes ustum; plomb; ferro; ferri","rotten wood; compactile ferrum; soldered; crocum; lead; aureas; aes ustum; gold; iron; the one which is white, light like a sponge; ferro; ferri",,,,talentorum,talentorum,talentorum,,,,,,,argos; phoeniciens; ægipte; coste de colchos; coste de græce; assyrie; delphos; mer rouge; portugais; delphis; fleuve phasis; delphe; grecs,argos; phoeniciens; ægipte; coste de colchos; coste de græce; assyrie; delphos; mer rouge; portugais; delphis; fleuve phasis; delphe; grecs,coast of colchis; phoenicians; argos; delphi; delphos; delphis; coast of greece; red sea; assyria; greeks; river phasis; portuguese; egypt,medee; herodote; gyges; croesus; glauci chii; halyattes,herodote; gyges; croesus; glauci chii; halyattes; medée,herodote; gyges; croesus; glauci chii; halyattes; medea,lecteurs; petits contreporteurs,lecteurs; petits contreporteurs,readers; small peddlers,,,,chassis,chassis,frame,jours,jours,days,,,
162r,162r,162r_2,La boutique,Pour la boutique,Pour la boutique,For the workshop,,,,,,,talentorum,talentorum,talentorum,,,,boutique,boutique,workshop,or; compactile ferrum; crocum; celuy qui est blanc leger comme une esponge; fer; boys pourry; aureas; aes ustum; plomb; soulde; ferro; ferri,"or; celuy qui est blanc, leger comme une esponge; compactile ferrum; souldé; crocum; fer; boys pourry; aureas; aes ustum; plomb; ferro; ferri","rotten wood; compactile ferrum; soldered; crocum; lead; aureas; aes ustum; gold; iron; the one which is white, light like a sponge; ferro; ferri",,,,talentorum,talentorum,talentorum,,,,,,,argos; phoeniciens; ægipte; coste de colchos; coste de græce; assyrie; delphos; mer rouge; portugais; delphis; fleuve phasis; delphe; grecs,argos; phoeniciens; ægipte; coste de colchos; coste de græce; assyrie; delphos; mer rouge; portugais; delphis; fleuve phasis; delphe; grecs,coast of colchis; phoenicians; argos; delphi; delphos; delphis; coast of greece; red sea; assyria; greeks; river phasis; portuguese; egypt,medee; herodote; gyges; croesus; glauci chii; halyattes,herodote; gyges; croesus; glauci chii; halyattes; medée,herodote; gyges; croesus; glauci chii; halyattes; medea,lecteurs; petits contreporteurs,lecteurs; petits contreporteurs,readers; small peddlers,,,,chassis,chassis,frame,jours,jours,days,,,
162r,162r,162r_3,La boutique,Pour la boutique,Pour la boutique,For the workshop,,,,,,,talentorum,talentorum,talentorum,,,,boutique,boutique,workshop,or; compactile ferrum; crocum; celuy qui est blanc leger comme une esponge; fer; boys pourry; aureas; aes ustum; plomb; soulde; ferro; ferri,"or; celuy qui est blanc, leger comme une esponge; compactile ferrum; souldé; crocum; fer; boys pourry; aureas; aes ustum; plomb; ferro; ferri","rotten wood; compactile ferrum; soldered; crocum; lead; aureas; aes ustum; gold; iron; the one which is white, light like a sponge; ferro; ferri",,,,talentorum,talentorum,talentorum,,,,,,,argos; phoeniciens; ægipte; coste de colchos; coste de græce; assyrie; delphos; mer rouge; portugais; delphis; fleuve phasis; delphe; grecs,argos; phoeniciens; ægipte; coste de colchos; coste de græce; assyrie; delphos; mer rouge; portugais; delphis; fleuve phasis; delphe; grecs,coast of colchis; phoenicians; argos; delphi; delphos; delphis; coast of greece; red sea; assyria; greeks; river phasis; portuguese; egypt,medee; herodote; gyges; croesus; glauci chii; halyattes,herodote; gyges; croesus; glauci chii; halyattes; medée,herodote; gyges; croesus; glauci chii; halyattes; medea,lecteurs; petits contreporteurs,lecteurs; petits contreporteurs,readers; small peddlers,,,,chassis,chassis,frame,jours,jours,days,,,
162v,162v,162v_1,cultivation,Peschers,Peschers,Peach tree,butor,butor,bittern,,,,,,,,,,froid; gelee,froid; gelee,cold; frost,cendres; terre; argent vif; crasse; plume; crouste,cendres; terre; argent vif; crasse; plume; crouste,crust; filth; feather; quicksilver; ashes; earth,,,,leste; lhyver; jours; lhiver,l’hyver; l’esté; l’hiver; jours,during winter; days; the winter; in summer,,,,peschers; oliviers,peschers; oliviers,peach tree; olive trees,espaigne,espaigne,spain,,,,,,,,,,crampons; tuyau de plume; moules; moule,crampons; tuyau de plume; moules; moule,feather quill; molds; mold; clamps,jours; lhyver; lhiver; leste; gelee,l’hyver; l’esté; l’hiver; jours,days; during winter; frost; in summer; the winter,,,
162v,162v,162v_2,cultivation,Peschers,Peschers,Peach tree,butor,butor,bittern,,,,,,,,,,froid; gelee,froid; gelee,cold; frost,cendres; terre; argent vif; crasse; plume; crouste,cendres; terre; argent vif; crasse; plume; crouste,crust; filth; feather; quicksilver; ashes; earth,,,,leste; lhyver; jours; lhiver,l’hyver; l’esté; l’hiver; jours,during winter; days; the winter; in summer,,,,peschers; oliviers,peschers; oliviers,peach tree; olive trees,espaigne,espaigne,spain,,,,,,,,,,crampons; tuyau de plume; moules; moule,crampons; tuyau de plume; moules; moule,feather quill; molds; mold; clamps,jours; lhyver; lhiver; leste; gelee,l’hyver; l’esté; l’hiver; jours,days; during winter; frost; in summer; the winter,,,
162v,162v,162v_3,cultivation,Peschers,Peschers,Peach tree,butor,butor,bittern,,,,,,,,,,froid; gelee,froid; gelee,cold; frost,cendres; terre; argent vif; crasse; plume; crouste,cendres; terre; argent vif; crasse; plume; crouste,crust; filth; feather; quicksilver; ashes; earth,,,,leste; lhyver; jours; lhiver,l’hyver; l’esté; l’hiver; jours,during winter; days; the winter; in summer,,,,peschers; oliviers,peschers; oliviers,peach tree; olive trees,espaigne,espaigne,spain,,,,,,,,,,crampons; tuyau de plume; moules; moule,crampons; tuyau de plume; moules; moule,feather quill; molds; mold; clamps,jours; lhyver; lhiver; leste; gelee,l’hyver; l’esté; l’hiver; jours,days; during winter; frost; in summer; the winter,,,
162v,162v,162v_4,cultivation,Peschers,Peschers,Peach tree,butor,butor,bittern,,,,,,,,,,froid; gelee,froid; gelee,cold; frost,cendres; terre; argent vif; crasse; plume; crouste,cendres; terre; argent vif; crasse; plume; crouste,crust; filth; feather; quicksilver; ashes; earth,,,,leste; lhyver; jours; lhiver,l’hyver; l’esté; l’hiver; jours,during winter; days; the winter; in summer,,,,peschers; oliviers,peschers; oliviers,peach tree; olive trees,espaigne,espaigne,spain,,,,,,,,,,crampons; tuyau de plume; moules; moule,crampons; tuyau de plume; moules; moule,feather quill; molds; mold; clamps,jours; lhyver; lhiver; leste; gelee,l’hyver; l’esté; l’hiver; jours,days; during winter; frost; in summer; the winter,,,
163r,163r,163r_1,"household and daily life, tool",Parfumeur,Parfumeur,Perfumer,,,,doigt; mains,doigt; mains,hands; finger,,,,,,,cuillere dargent quon sert a table,cuillere d’argent qu’on sert à table,silver spoon that one uses at the table,civette; amydon dangleterre; argent; sable; ambre; musc; huilees; ambre blanc; huile de ben; ambre gris; eau; eau de vye; huile de fleur; huile,civette; argent; huilées; amydon d’angleterre; sable; ambre; musc; eau; ambre blanc; huile de ben; ambre gris; eau de vye; huile de fleur; huile,eau-de-vie; water; sand; oiled; oil; white amber; musk; silver; amber; ambergris; civet; flower oil; wheat starch from england; ben oil,,,,grosseur dun pinon; moictie; cuillere,cuillere; grosseur d’un pinon; moictié,half; spoonful; the size of a pine nut,,,,,,wheat,portugal; angleterre,portugal; angleterre,portuguese; england,,,,parfumeur,parfumeur,perfumer,senteur,senteur,scent,gands; cuillere dargent; gand; cuillere; bout du doigt; petite escuelle dargent,gands; cuillere d’argent; gand; cuillere; bout du doigt; petite escuelle d’argent,small silver bowl; silver spoon; gloves; glove; tip of your finger; pine nut; spoonful,,,,,,
163r,163r,163r_2,"household and daily life, tool",Parfumeur,Parfumeur,Perfumer,,,,doigt; mains,doigt; mains,hands; finger,,,,,,,cuillere dargent quon sert a table,cuillere d’argent qu’on sert à table,silver spoon that one uses at the table,civette; amydon dangleterre; argent; sable; ambre; musc; huilees; ambre blanc; huile de ben; ambre gris; eau; eau de vye; huile de fleur; huile,civette; argent; huilées; amydon d’angleterre; sable; ambre; musc; eau; ambre blanc; huile de ben; ambre gris; eau de vye; huile de fleur; huile,eau-de-vie; water; sand; oiled; oil; white amber; musk; silver; amber; ambergris; civet; flower oil; wheat starch from england; ben oil,,,,grosseur dun pinon; moictie; cuillere,cuillere; grosseur d’un pinon; moictié,half; spoonful; the size of a pine nut,,,,,,wheat,portugal; angleterre,portugal; angleterre,portuguese; england,,,,parfumeur,parfumeur,perfumer,senteur,senteur,scent,gands; cuillere dargent; gand; cuillere; bout du doigt; petite escuelle dargent,gands; cuillere d’argent; gand; cuillere; bout du doigt; petite escuelle d’argent,small silver bowl; silver spoon; gloves; glove; tip of your finger; pine nut; spoonful,,,,,,
163v,163v,163v_1,casting,Escrevisse,Escrevisse,Crayfish,pourceau; escrevisse,pourceau; escrevisse,hog; crayfish,urine,urine,urine,,,,,,,,,,bol de levant; crocum; vermeillon; metal; aes ustum broye; cinabre; vinaigre; porphire; urine; sayettes de pourceau; cire; cendre; eau de vye; eau sel; minium,aes ustum broyé; bol de levant; crocum; vermeillon; metal; cinabre; vinaigre; porphire; urine; sayettes de pourceau; cire; cendre; eau de vye; eau sel; minium,vinegar; hog bristle; crocum; crushed aes ustum; vermillion; metal; eau-de-vie; levant bole; ash; porphyry; cinnabar; urine; minium; salt water; wax,,,,,,,,,,,,,levant,levant,levant,,,,,,,,,,burin; petites sayettes de pourceau; pointes; porphire; onglet; moule; chaple; petite lime,burin; petites sayettes de pourceau; pointes; porphire; onglet; moule; chaple; petite lime,mold; pins; burin; small file; porphyry; very small hog bristle brushes; onglet; chaple,,,,,,
163v,163v,163v_2,casting,Escrevisse,Escrevisse,Crayfish,pourceau; escrevisse,pourceau; escrevisse,hog; crayfish,urine,urine,urine,,,,,,,,,,bol de levant; crocum; vermeillon; metal; aes ustum broye; cinabre; vinaigre; porphire; urine; sayettes de pourceau; cire; cendre; eau de vye; eau sel; minium,aes ustum broyé; bol de levant; crocum; vermeillon; metal; cinabre; vinaigre; porphire; urine; sayettes de pourceau; cire; cendre; eau de vye; eau sel; minium,vinegar; hog bristle; crocum; crushed aes ustum; vermillion; metal; eau-de-vie; levant bole; ash; porphyry; cinnabar; urine; minium; salt water; wax,,,,,,,,,,,,,levant,levant,levant,,,,,,,,,,burin; petites sayettes de pourceau; pointes; porphire; onglet; moule; chaple; petite lime,burin; petites sayettes de pourceau; pointes; porphire; onglet; moule; chaple; petite lime,mold; pins; burin; small file; porphyry; very small hog bristle brushes; onglet; chaple,,,,,,
163v,163v,163v_3,casting,Escrevisse,Escrevisse,Crayfish,pourceau; escrevisse,pourceau; escrevisse,hog; crayfish,urine,urine,urine,,,,,,,,,,bol de levant; crocum; vermeillon; metal; aes ustum broye; cinabre; vinaigre; porphire; urine; sayettes de pourceau; cire; cendre; eau de vye; eau sel; minium,aes ustum broyé; bol de levant; crocum; vermeillon; metal; cinabre; vinaigre; porphire; urine; sayettes de pourceau; cire; cendre; eau de vye; eau sel; minium,vinegar; hog bristle; crocum; crushed aes ustum; vermillion; metal; eau-de-vie; levant bole; ash; porphyry; cinnabar; urine; minium; salt water; wax,,,,,,,,,,,,,levant,levant,levant,,,,,,,,,,burin; petites sayettes de pourceau; pointes; porphire; onglet; moule; chaple; petite lime,burin; petites sayettes de pourceau; pointes; porphire; onglet; moule; chaple; petite lime,mold; pins; burin; small file; porphyry; very small hog bristle brushes; onglet; chaple,,,,,,
164r,164r,164r_1,casting,Gect,Gect,Gate,lesardes; petite vipere; serpent,lesardes; petite vipere; serpent,viper; lizard; snake,,,,realles; sols despaigne; sols de france,realles; sols d’espaigne; sols de france,sous from france; reals; sous from spain,,,,,,,or; argent plombeus; argent monnoye; argent; charbon de saule; charbon; realles; plomb; sols de france; fumees; sols despaigne,or; argent plombeus; argent; argent monnoyé; sols d’espaigne; charbon de saule; charbon; realles; plomb; fumées; sols de france,leady silver; reals; coined silver; charcoal; lead; sous from spain; sous from france; silver; gold; smoke; willow charcoal,,,,realles; sols despaigne; sols de france,realles; sols d’espaigne; sols de france,sous from france; reals; sous from spain,,,,saule,saule,willow,espaigne; france,espaigne; france,spain; france,,,,,,,,,,creuset; aile du burin; crusole; poincte du chaple ou du burin; copelle; petit souflet; moule; petite lime; petites broisses,creuset; aile du burin; poincte du chaple ou du burin; crusol; copelle; petit souflet; moule; petite lime; petites broisses,cupel; crucible; mold; little bellows; small file; side of the burin; little brushes; point of a chaple or burin,,,,,,
